id;name;full_name;overall_rating;value_euro;wage_euro;nationality;national_team;club_team;age;height_cm;weight_kgs;international_reputation(1-5);weak_foot(1-5);skill_moves(1-5);club_rating;Goleiro;Zagueiro;Meio;Atacante;crossing;finishing;heading_accuracy;short_passing;dribbling;jumping;strength;long_shots;aggression;GK_reflexes
230274;ni Rochelinhas;Danilo Manuel Aldair Rochela;75;7000000;17000;Brazil;Brazil;Chapecoense;27;152;75;1;3;4;71;0;0;0;0;66;64;51;74;75;51;54;62;57;10
230475;ilson Edrada;Adilson Patrick Edrada Pereira;75;7000000;18000;Brazil;Brazil;Santos;27;175;72;1;3;3;71;0;0;0;0;63;73;56;76;75;69;59;73;43;13
230183;zzolisco;Gérson Adriano Gutierres Serra;77;6500000;26000;Brazil;Brazil;Internacional;31;185;73;1;5;3;74;0;0;0;0;76;54;77;77;71;72;82;77;94;10
230269;audio Coíntra;Claudio Nuno Coíntra Calegari;78;5000000;30000;Brazil;Brazil;Internacional;35;175;71;1;5;4;74;0;0;0;0;74;73;45;75;75;58;57;68;42;8
230360;erticinho;Everton Jorge Simão Resende;78;7500000;29000;Brazil;Brazil;Gremio;31;175;75;1;3;4;75;0;0;0;0;76;69;60;76;76;61;68;74;73;7
230431;dney Pessinho;Sidney Adrián Pessoa Vidigal;78;9000000;27000;Brazil;Brazil;Internacional;27;188;85;1;3;2;74;0;0;0;0;71;56;62;75;72;61;88;72;77;7
230201;ikel Catarino;Maikel Renan Catarino Fagundes;79;3600000;38000;Brazil;Brazil;Atletico Mineiro;35;152;75;1;3;3;74;0;1;0;0;81;48;69;73;78;51;62;56;62;15
230212;tônio Chiamuloira;A. Benjamin Chiamuloira Paes;79;9500000;30000;Brazil;Brazil;Internacional;31;183;79;1;3;2;74;0;0;0;0;55;51;76;68;44;88;81;51;88;10
230251;lvin Parrela;Melvin Luan Parrela Porfírio;79;9500000;20000;Brazil;Brazil;America FC (Minas Gerais);31;188;88;1;3;2;71;0;0;0;0;52;68;83;78;72;71;82;70;84;8
230312;bri Prestão;Bernard Gabriel Prestão Chaves;79;9000000;24000;Brazil;Brazil;Internacional;27;185;80;1;3;1;74;0;0;0;0;8;9;7;11;18;60;60;12;35;82
230498;imo Boas Santos;Luan Vágner Boas Macedo;79;12000000;26000;Brazil;Brazil;Santos;31;175;73;1;4;4;71;0;0;0;0;42;79;73;74;82;82;67;82;43;9
230271;ure Santeiro;Laureano Thomas Santeiro Marre;81;17000000;40000;Brazil;Brazil;Fluminense;31;170;63;1;5;4;73;0;0;0;0;73;72;44;79;82;44;48;75;41;10
230294;uri Beretta;Lourival Adnan Beretta Barbosa;83;28500000;60000;Brazil;Brazil;Atletico Mineiro;27;188;83;1;3;4;74;0;0;0;1;56;85;83;73;75;84;87;82;65;20
230375;sué Chiamulera;Josué Durval Chiamulera Vaz;83;22500000;43000;Brazil;Brazil;Gremio;27;185;80;1;3;2;75;0;0;0;0;40;38;83;74;56;69;73;41;88;10
230481;naldo Cabrais;Ronaldo Jailson Cabrais Petri;83;28000000;51000;Brazil;Brazil;Gremio;27;152;75;1;4;4;75;0;0;0;1;83;74;64;83;85;64;70;78;62;13
190871;ymar Jr;Neymar da Silva Santos Junior;92;108000000;290000;Brazil;Brazil;Paris Saint-Germain;27;175;68;5;5;5;84;0;0;0;1;83;87;62;84;96;61;49;82;56;11
239458;Kraev;Bozhidar Kraev;62;475000;3000;Bulgaria;Bulgaria;FC Midtjylland;21;185;70;1;3;3;71;0;0;0;1;49;61;56;66;65;55;49;63;44;9
245977;Despodov;Kiril Despodov;63;550000;5000;Bulgaria;Bulgaria;Cagliari;22;152;69;1;3;3;75;0;0;1;0;45;65;48;59;66;60;61;60;54;13
222225;Popov;Strahil Venkov Popov;70;1500000;8000;Bulgaria;Bulgaria;Kasimpasa SK;28;185;77;1;3;3;71;0;0;0;0;71;62;66;67;65;78;72;63;64;8
197853;Aurier;Serge Aurier;80;15500000;82000;Ivory Coast;"Cote d""ivoire";Tottenham Hotspur;26;175;76;2;3;3;83;0;1;0;0;83;54;75;78;76;94;74;58;86;9
209002;Sayouba;Mandé Sayouba;67;725000;3000;Ivory Coast;"Cote d""ivoire";Odense Boldklub;25;193;82;1;2;1;67;0;0;0;0;18;19;20;30;12;50;69;15;19;72
229641;Bagayoko;Mamadou Bagayoko;68;700000;3000;Ivory Coast;"Cote d""ivoire";Red Star FC;29;175;66;1;3;3;65;0;0;0;0;69;21;52;56;63;70;61;25;71;9
222883;Touré;Thomas Touré;69;1300000;9000;Ivory Coast;"Cote d""ivoire";Paris FC;25;175;72;1;3;3;66;0;0;0;0;69;61;67;72;71;70;64;68;66;8
229606;Angban;Victorien Angban;71;3600000;4000;Ivory Coast;"Cote d""ivoire";FC Metz;22;155;75;1;4;3;71;0;0;0;0;60;47;42;74;69;66;74;56;81;13
193177;Traoré;Adama Traoré;73;3200000;19000;Ivory Coast;"Cote d""ivoire";Goztepe SK;29;170;73;1;2;3;72;0;1;0;0;73;30;57;65;69;83;70;49;69;12
195698;Doukouré;Cheick Doukouré;73;4500000;16000;Ivory Coast;"Cote d""ivoire";Levante UD;26;155;82;1;3;3;76;0;0;0;0;59;58;69;72;65;78;80;65;77;11
189099;Kodjia;Jonathan Kodjia;74;6000000;21000;Ivory Coast;"Cote d""ivoire";Aston Villa;29;188;77;1;3;3;73;0;0;0;0;49;73;72;67;77;71;77;63;64;13
228236;Deli;Simon Deli;74;6000000;1000;Ivory Coast;"Cote d""ivoire";SK Slavia Praha;27;193;84;1;3;2;72;0;0;0;0;28;37;78;64;62;77;80;32;70;10
184082;Koné;Lamine Koné;75;5000000;14000;Ivory Coast;"Cote d""ivoire";RC Strasbourg Alsace;30;188;90;1;3;2;74;0;0;0;0;48;34;77;59;52;65;89;29;75;13
170733;rvinho;Gervais Lombe Yao Kouassi;78;9000000;49000;Ivory Coast;"Cote d""ivoire";Parma;31;152;66;3;3;3;73;0;0;0;1;75;72;63;73;80;62;55;64;51;13
182945;Gradel;Max-Alain Gradel;78;10000000;35000;Ivory Coast;"Cote d""ivoire";Toulouse Football Club;31;152;70;2;4;4;73;0;0;0;1;71;78;66;74;82;66;59;78;59;12
230938;Kessié;Franck Yannick Kessié;79;19500000;24000;Ivory Coast;"Cote d""ivoire";Milan;22;183;76;2;4;3;80;0;0;1;0;66;64;68;79;78;79;87;76;86;10
225508;Bailly;Eric Bailly;81;19500000;105000;Ivory Coast;"Cote d""ivoire";Manchester United;24;185;77;2;3;2;82;0;0;0;0;51;33;79;70;62;85;86;48;87;8
226753;Onana;André Onana;80;14500000;14000;Cameroon;Cameroon;Ajax;22;188;93;2;3;1;78;1;0;0;0;15;12;20;33;26;80;67;17;29;80
212948;Ondoa;Fabrice Ondoa;70;1800000;6000;Cameroon;Cameroon;KV Oostende;23;185;90;1;2;1;70;0;0;0;0;14;18;16;41;16;72;74;16;19;78
213868;Castelletto;Jean-Charles Castelletto;69;1300000;3000;Cameroon;Cameroon;Stade Brestois 29;24;185;78;1;4;2;69;0;0;0;0;58;18;66;69;54;88;70;26;59;9
211214;Olinga;Fabrice Olinga Essono;66;900000;3000;Cameroon;Cameroon;Royal Excel Mouscron;22;152;68;1;3;3;67;0;0;1;0;66;48;33;61;76;76;46;57;38;9
224327;Leuko;Serge Sidoine Tchaha Leuko;67;850000;3000;Cameroon;Cameroon;CD Lugo;25;175;70;1;3;2;69;0;0;0;0;64;42;59;62;55;62;66;50;63;12
178233;Djoum;Gilles Arnaud Sutchuin Djoum;67;725000;3000;Cameroon;Cameroon;Heart of Midlothian;29;183;78;1;3;3;67;0;0;0;0;52;60;53;68;66;69;70;60;50;12
237469;uhou;Nouhou Tolo;68;1100000;2000;Cameroon;Cameroon;Seattle Sounders FC;21;152;79;1;2;3;70;0;0;0;0;57;28;50;63;64;84;76;33;77;6
232183;Fai;Ngoran Suiru Fai Collins;72;3100000;10000;Cameroon;Cameroon;Standard de Liege;26;168;72;1;4;3;73;0;1;0;0;60;22;53;63;66;92;64;28;81;12
227236;Zambo Anguissa;André Franck Zambo Anguissa;73;5000000;32000;Cameroon;Cameroon;Fulham;23;183;78;1;2;3;76;0;0;0;0;58;42;73;73;72;75;82;54;80;11
212273;Njie;Clinton Mua N'Jie;73;5000000;31000;Cameroon;Cameroon;Olympique de Marseille;25;175;68;1;2;3;78;0;0;0;0;67;72;64;67;72;68;61;61;62;11
236690;Ngadeu-Ngadjui;Michael Ngadeu-Ngadjui;74;5500000;1000;Cameroon;Cameroon;SK Slavia Praha;28;191;93;1;5;2;72;0;0;0;0;38;39;72;67;53;72;92;61;76;5
240190;Kunde Malong;Pierre Kunde Malong;74;6500000;18000;Cameroon;Cameroon;1. FSV Mainz 05;23;155;79;1;4;3;75;0;0;0;0;70;64;54;78;70;74;84;74;75;9
111661;Kameni;Carlos Idriss Kameni;74;2300000;36000;Cameroon;Cameroon;Fenerbahce SK;35;185;86;2;3;1;76;0;0;0;0;12;11;13;27;15;70;79;12;34;75
201533;Ntep;Paul-Georges Ntep de Madiba;75;8000000;36000;Cameroon;Cameroon;VfL Wolfsburg;26;155;75;2;4;3;77;0;0;0;0;71;65;43;73;80;49;73;69;70;6
183569;Choupo-Moting;Jean-Eric Maxim Choupo-Moting;77;9000000;75000;Cameroon;Cameroon;Paris Saint-Germain;29;191;91;2;4;4;84;0;0;0;0;65;75;74;74;83;67;76;64;55;6
224069;Toko-Ekambi;Karl Brillant Toko Ekambi;79;15000000;38000;Cameroon;Cameroon;Villarreal CF;26;185;74;2;4;3;79;0;0;0;0;74;80;74;69;80;71;77;72;43;14
188829;Nkoulou;Nicolas N'Koulou;80;12000000;50000;Cameroon;Cameroon;Torino;28;183;77;3;3;3;77;0;0;0;0;60;33;77;72;68;83;78;46;76;7
134744;Hutchinson;Atiba Hutchinson;76;1800000;28000;Canada;Canada;Besiktas JK;36;188;83;2;4;2;77;0;0;0;0;69;61;75;82;73;62;79;59;69;16
221657;Akindele;Tesho Akindele;66;775000;3000;Canada;Canada;Orlando City SC;27;185;79;1;2;3;68;0;0;0;0;45;63;64;58;64;69;76;56;62;7
243574;Brault-Guillard;Zachary Brault-Guillard;60;400000;3000;Canada;Canada;Montreal Impact;20;170;66;1;3;2;70;0;1;0;0;55;26;54;56;66;73;66;34;54;11
233743;Tabla;Ballou Tabla;63;800000;1000;Canada;Canada;Albacete BP;19;175;70;1;4;3;70;0;0;0;0;52;53;44;62;71;34;40;66;68;11
243009;Cornelius;Derek Cornelius;64;650000;1000;Canada;Canada;Vancouver Whitecaps FC;21;188;86;1;3;2;67;0;0;0;0;33;18;62;51;32;73;77;21;70;6
201208;Henry;Doneil Henry;65;600000;2000;Canada;Canada;Vancouver Whitecaps FC;25;188;82;1;2;2;67;0;0;0;0;43;36;67;55;44;80;77;47;81;15
191218;Jakovi?;Dejan Jakovi?;66;375000;2000;Canada;Canada;Los Angeles FC;33;188;80;1;2;2;70;0;0;0;0;17;30;61;54;42;68;82;43;79;8
201869;Teibert;Russell Teibert;66;700000;2000;Canada;Canada;Vancouver Whitecaps FC;26;173;66;1;3;3;67;0;0;0;0;65;53;49;70;66;47;56;52;68;11
213536;Crépeau;Maxime Crépeau;66;650000;2000;Canada;Canada;Vancouver Whitecaps FC;24;155;90;1;2;1;67;0;0;0;0;19;17;14;28;15;53;69;14;34;69
227847;James;Manjrekar James;67;875000;6000;Canada;Canada;FC Midtjylland;25;193;84;1;4;2;71;0;0;0;0;34;29;65;64;49;79;84;51;75;12
164568;Johnson;Will Johnson;69;700000;4000;Canada;Canada;Orlando City SC;32;152;72;1;4;3;68;0;0;0;0;56;59;60;72;64;64;70;67;75;12
238922;Kaye;Mark-Anthony Kaye;69;1500000;4000;Canada;Canada;Los Angeles FC;24;185;77;1;3;3;70;0;0;0;0;63;47;55;73;68;65;67;49;69;6
243630;David;Jonathan David;70;3700000;7000;Canada;Canada;KAA Gent;19;152;77;1;4;3;72;0;0;0;0;42;74;64;63;71;78;67;61;25;7
213439;Osorio;Jonathan Osorio;71;2800000;6000;Canada;Canada;Toronto FC;26;175;73;1;4;3;69;0;0;0;0;59;67;51;75;73;54;57;66;69;13
213092;Piette;Samuel Piette;71;2700000;5000;Canada;Canada;Montreal Impact;24;170;79;1;2;2;70;0;0;1;0;48;43;58;70;60;74;73;49;81;9
234396;Davies;Alphonso Davies;72;6000000;20000;Canada;Canada;FC Bayern Munchen;18;155;72;1;4;4;85;0;0;1;0;62;64;51;64;76;72;69;63;68;14
226777;Larin;Cyle Larin;74;8000000;37000;Canada;Canada;Besiktas JK;23;188;90;1;4;3;77;0;0;0;1;35;77;76;62;67;63;84;68;63;7
178287;Arfield;Scott Arfield;74;5500000;44000;Canada;Canada;Rangers FC;30;152;80;1;3;3;73;0;0;0;0;69;70;59;75;73;69;70;65;69;16
189462;Hoilett;David Junior Hoilett;74;5500000;44000;Canada;Canada;Cardiff City;28;173;70;2;3;3;73;0;0;1;0;71;68;58;68;76;71;63;73;66;9
193532;Medel;Gary Alexis Medel Soto;79;9500000;50000;Chile;Chile;Besiktas JK;31;170;65;3;4;3;77;0;0;0;0;50;31;68;79;63;82;83;59;89;6
219145;Maripán;Guillermo Alfonso Maripán Loaysa;77;10000000;20000;Chile;Chile;Deportivo Alaves;24;193;83;1;2;2;76;0;0;0;0;41;28;75;66;40;68;92;24;75;12
187800;Isla;Mauricio Aníbal Isla Isla;75;4800000;48000;Chile;Chile;Fenerbahce SK;30;175;75;2;3;3;76;0;1;0;0;78;41;58;75;75;66;68;66;76;7
212225;Roco;Enzo Pablo Roco Roco;74;6000000;33000;Chile;Chile;Besiktas JK;26;193;79;2;3;2;77;0;0;0;0;40;43;79;70;55;78;82;39;66;13
209827;Fernandes;Júnior Fernandes;75;6500000;15000;Chile;Chile;Alanyaspor;30;183;78;1;4;4;72;0;0;0;0;70;76;77;74;78;67;79;72;70;14
203796;Gutiérrez;Felipe Alejandro Gutiérrez Leiva;75;7000000;9000;Chile;Chile;Sporting Kansas City;28;170;64;2;4;3;71;0;0;0;0;70;68;51;78;70;48;58;70;68;14
213629;Pulgar;Erick Pulgar;77;10000000;26000;Chile;Chile;Bologna;25;185;83;1;2;3;75;0;0;0;0;58;44;69;78;74;79;77;66;75;11
199042;Aránguiz;Charles Mariano Aránguiz Sandoval;81;17000000;76000;Chile;Chile;Bayer 04 Leverkusen;29;170;70;2;4;3;80;0;0;0;0;78;64;53;85;75;61;63;75;80;13
184941;Sánchez;Alexis Alejandro Sánchez Sánchez;84;30500000;195000;Chile;Chile;Manchester United;30;170;62;4;3;4;82;0;0;0;1;77;79;70;76;85;87;72;80;79;13
181872;Vidal;Arturo Vidal;85;33000000;225000;Chile;Chile;FC Barcelona;31;155;75;4;4;3;86;0;0;0;1;76;75;82;83;77;85;79;85;93;4
